station_identifier,name,latitude,longitude,elevation_m,timezone,url,forecast_url,fireweather_zone_url
036CE,11 Bastrop Bayou,29.10938,-95.35029,1.8288,America/Chicago,https://api.weather.gov/stations/036CE,https://api.weather.gov/zones/forecast/TXZ337,https://api.weather.gov/zones/fire/TXZ337
036HE,HELCO Kawaihae Rd,20.02787,-155.71169,685.1904,Pacific/Honolulu,https://api.weather.gov/stations/036HE,https://api.weather.gov/zones/forecast/HIZ054,https://api.weather.gov/zones/fire/HIZ340
036HI,Lahaina WTP,20.8907,-156.6549,244.1448,Pacific/Honolulu,https://api.weather.gov/stations/036HI,https://api.weather.gov/zones/forecast/HIZ018,https://api.weather.gov/zones/fire/HIZ328
036ID,CP2T12,43.52779,-116.23375,876.6048,America/Boise,https://api.weather.gov/stations/036ID,https://api.weather.gov/zones/forecast/IDZ014,https://api.weather.gov/zones/fire/IDZ420
036MD,Dunkirk,38.71795,-76.66568,11.2776,America/New_York,https://api.weather.gov/stations/036MD,https://api.weather.gov/zones/forecast/MDZ018,https://api.weather.gov/zones/fire/MDZ018
036PG,Humboldt Cherry Creek,39.6011,-123.4218,546.8112,America/Los_Angeles,https://api.weather.gov/stations/036PG,https://api.weather.gov/zones/forecast/CAZ110,https://api.weather.gov/zones/fire/CAZ276
036SE,SCE Western Ave,34.16797,-117.31482,427.9392,America/Los_Angeles,https://api.weather.gov/stations/036SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
037AV,Chester,47.61332,-117.28212,676.9608,America/Los_Angeles,https://api.weather.gov/stations/037AV,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
037CE,28 LJ-Oakwood,29.08904,-95.39966,2.4384,America/Chicago,https://api.weather.gov/stations/037CE,https://api.weather.gov/zones/forecast/TXZ337,https://api.weather.gov/zones/fire/TXZ337
037HE,HELCO Hokuloa UCC,19.94126,-155.67311,804.0624,Pacific/Honolulu,https://api.weather.gov/stations/037HE,https://api.weather.gov/zones/forecast/HIZ026,https://api.weather.gov/zones/fire/HIZ341
037HI,Upper Waolani,21.3467,-157.8364,202.0824,Pacific/Honolulu,https://api.weather.gov/stations/037HI,https://api.weather.gov/zones/forecast/HIZ036,https://api.weather.gov/zones/fire/HIZ313
037ID,CP2T15,43.78077,-116.46823,815.9496,America/Boise,https://api.weather.gov/stations/037ID,https://api.weather.gov/zones/forecast/IDZ014,https://api.weather.gov/zones/fire/IDZ420
037MD,Potomac 2 WNW,39.04726,-77.22023,98.4504,America/New_York,https://api.weather.gov/stations/037MD,https://api.weather.gov/zones/forecast/MDZ504,https://api.weather.gov/zones/fire/MDZ504
037PG,Buffalo Ranch,39.22884,-123.10781,395.3256,America/Los_Angeles,https://api.weather.gov/stations/037PG,https://api.weather.gov/zones/forecast/CAZ110,https://api.weather.gov/zones/fire/CAZ276
037SE,SCE Mariposa Rd,34.38039,-117.41323,1184.148,America/Los_Angeles,https://api.weather.gov/stations/037SE,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
038AV,Timberview Lane,47.56528,-117.4375,717.4992,America/Los_Angeles,https://api.weather.gov/stations/038AV,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
038CE,29 Oyster Creek,29.00331,-95.32858,1.8288,America/Chicago,https://api.weather.gov/stations/038CE,https://api.weather.gov/zones/forecast/TXZ337,https://api.weather.gov/zones/fire/TXZ337
038HE,HECO Farrington Hwy 2,21.57376,-158.17735,6.096,Pacific/Honolulu,https://api.weather.gov/stations/038HE,https://api.weather.gov/zones/forecast/HIZ007,https://api.weather.gov/zones/fire/HIZ311
038HI,Waolani,21.3376,-157.8409,98.1456,Pacific/Honolulu,https://api.weather.gov/stations/038HI,https://api.weather.gov/zones/forecast/HIZ036,https://api.weather.gov/zones/fire/HIZ313
038ID,CN2T8,43.72619,-116.53278,783.0312,America/Boise,https://api.weather.gov/stations/038ID,https://api.weather.gov/zones/forecast/IDZ012,https://api.weather.gov/zones/fire/IDZ420
038MD,Edgewood 2 NE,39.4327,-76.27131,11.8872,America/New_York,https://api.weather.gov/stations/038MD,https://api.weather.gov/zones/forecast/MDZ508,https://api.weather.gov/zones/fire/MDZ508
038PG,Laughlin Road,38.5124,-123.00724,13.1064,America/Los_Angeles,https://api.weather.gov/stations/038PG,https://api.weather.gov/zones/forecast/CAZ506,https://api.weather.gov/zones/fire/CAZ506
038SE,SCE Roberts Rd,33.97572,-117.04907,692.5056,America/Los_Angeles,https://api.weather.gov/stations/038SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
0394W,Lake Placid Elementary School,27.29373,-81.36964,39.0144,America/New_York,https://api.weather.gov/stations/0394W,https://api.weather.gov/zones/forecast/FLZ057,https://api.weather.gov/zones/fire/FLZ057
039CE,37 Galveston TAMU,29.31787,-94.81856,2.4384,America/Chicago,https://api.weather.gov/stations/039CE,https://api.weather.gov/zones/forecast/TXZ438,https://api.weather.gov/zones/fire/TXZ438
039HE,HECO Farrington Hwy 3,21.579,-158.235,19.5072,Pacific/Honolulu,https://api.weather.gov/stations/039HE,https://api.weather.gov/zones/forecast/HIZ007,https://api.weather.gov/zones/fire/HIZ311
039HI,Lipoa,20.7458,-156.4306,88.0872,Pacific/Honolulu,https://api.weather.gov/stations/039HI,https://api.weather.gov/zones/forecast/HIZ049,https://api.weather.gov/zones/fire/HIZ333
039ID,CP3T1,43.74701,-116.3546,826.6176,America/Boise,https://api.weather.gov/stations/039ID,https://api.weather.gov/zones/forecast/IDZ014,https://api.weather.gov/zones/fire/IDZ420
039MD,Hancock 1 NW,39.70616,-78.19737,40.2336,America/New_York,https://api.weather.gov/stations/039MD,https://api.weather.gov/zones/forecast/MDZ003,https://api.weather.gov/zones/fire/MDZ003
039PG,Rosita Road,37.58674,-122.49567,14.9352,America/Los_Angeles,https://api.weather.gov/stations/039PG,https://api.weather.gov/zones/forecast/CAZ509,https://api.weather.gov/zones/fire/CAZ509
039SE,SCE Buena Vis,34.15566,-117.31386,523.9512,America/Los_Angeles,https://api.weather.gov/stations/039SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
03MIC,G1 Gladwin,44.0916,-84.6022,306.9336,America/Detroit,https://api.weather.gov/stations/03MIC,https://api.weather.gov/zones/forecast/MIZ041,https://api.weather.gov/zones/fire/MIZ041
03NMC,Rock Springs Chapter House,35.60808,-108.82806,2001.9264,America/Denver,https://api.weather.gov/stations/03NMC,https://api.weather.gov/zones/forecast/NMZ205,https://api.weather.gov/zones/fire/NMZ105
0401W,Navarre Beach Marine Science Station,30.38191,-86.85711,0.9144,America/Chicago,https://api.weather.gov/stations/0401W,https://api.weather.gov/zones/forecast/FLZ204,https://api.weather.gov/zones/fire/FLZ204
0405W,Xecunet,39.39343,-77.4185,96.012,America/New_York,https://api.weather.gov/stations/0405W,https://api.weather.gov/zones/forecast/MDZ004,https://api.weather.gov/zones/fire/MDZ004
0408W,Virginia Tech,37.2197,-80.41919,629.1072,America/New_York,https://api.weather.gov/stations/0408W,https://api.weather.gov/zones/forecast/VAZ014,https://api.weather.gov/zones/fire/VAZ014
040AV,Wilbur,47.76228,-118.69979,674.5224,America/Los_Angeles,https://api.weather.gov/stations/040AV,https://api.weather.gov/zones/forecast/WAZ035,https://api.weather.gov/zones/fire/WAZ708
040CE,44 Ball High School,29.28469,-94.81165,2.7432,America/Chicago,https://api.weather.gov/stations/040CE,https://api.weather.gov/zones/forecast/TXZ438,https://api.weather.gov/zones/fire/TXZ438
040HE,HECO Wilikina Dr,21.50589,-158.05502,263.9568,Pacific/Honolulu,https://api.weather.gov/stations/040HE,https://api.weather.gov/zones/forecast/HIZ010,https://api.weather.gov/zones/fire/HIZ315
040HI,Piihonua,19.7064,-155.1874,605.9424,Pacific/Honolulu,https://api.weather.gov/stations/040HI,https://api.weather.gov/zones/forecast/HIZ053,https://api.weather.gov/zones/fire/HIZ339
040ID,W2T3,43.86087,-116.37512,976.884,America/Boise,https://api.weather.gov/stations/040ID,https://api.weather.gov/zones/forecast/IDZ012,https://api.weather.gov/zones/fire/IDZ420
040PG,Central Silverado,38.46128,-122.36483,106.3752,America/Los_Angeles,https://api.weather.gov/stations/040PG,https://api.weather.gov/zones/forecast/CAZ506,https://api.weather.gov/zones/fire/CAZ506
040SE,SCE S Mountain Lookout Rd,34.3308,-119.02304,701.04,America/Los_Angeles,https://api.weather.gov/stations/040SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
0414W,Colham Ferry Elementary School,33.8473,-83.40999,227.076,America/New_York,https://api.weather.gov/stations/0414W,https://api.weather.gov/zones/forecast/GAZ037,https://api.weather.gov/zones/fire/GAZ037
041AV,Devil's Gap,47.82539,-117.87925,530.352,America/Los_Angeles,https://api.weather.gov/stations/041AV,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
041CE,31 Brazoria NWR North,29.16448,-95.27491,2.7432,America/Chicago,https://api.weather.gov/stations/041CE,https://api.weather.gov/zones/forecast/TXZ337,https://api.weather.gov/zones/fire/TXZ337
041HE,HELCO Lolo Ln,19.62725,-155.9519,399.5928,Pacific/Honolulu,https://api.weather.gov/stations/041HE,https://api.weather.gov/zones/forecast/HIZ023,https://api.weather.gov/zones/fire/HIZ336
041HI,Napuumaia,21.355,-157.8305,508.1016,Pacific/Honolulu,https://api.weather.gov/stations/041HI,https://api.weather.gov/zones/forecast/HIZ036,https://api.weather.gov/zones/fire/HIZ313
041ID,W2T6,43.86848,-116.23123,1070.4576,America/Boise,https://api.weather.gov/stations/041ID,https://api.weather.gov/zones/forecast/IDZ013,https://api.weather.gov/zones/fire/IDZ420
041PG,Iverson Road,36.55146,-121.44121,72.2376,America/Los_Angeles,https://api.weather.gov/stations/041PG,https://api.weather.gov/zones/forecast/CAZ528,https://api.weather.gov/zones/fire/CAZ528
041SE,SCE Santa Felicia Canyon Rd,34.46058,-118.75402,327.9648,America/Los_Angeles,https://api.weather.gov/stations/041SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
0422W,University of North Carolina,35.9065,-79.04775,142.0368,America/New_York,https://api.weather.gov/stations/0422W,https://api.weather.gov/zones/forecast/NCZ024,https://api.weather.gov/zones/fire/NCZ024
0425W,NC State,35.77173,-78.67365,121.0056,America/New_York,https://api.weather.gov/stations/0425W,https://api.weather.gov/zones/forecast/NCZ041,https://api.weather.gov/zones/fire/NCZ041
0427W,Navarre High School,30.42329,-86.86016,13.1064,America/Chicago,https://api.weather.gov/stations/0427W,https://api.weather.gov/zones/forecast/FLZ204,https://api.weather.gov/zones/fire/FLZ204
042AV,Ford,47.90521,-117.81962,539.8008,America/Los_Angeles,https://api.weather.gov/stations/042AV,https://api.weather.gov/zones/forecast/WAZ037,https://api.weather.gov/zones/fire/WAZ701
042CE,46 Kemah,29.54559,-95.01857,1.524,America/Chicago,https://api.weather.gov/stations/042CE,https://api.weather.gov/zones/forecast/TXZ338,https://api.weather.gov/zones/fire/TXZ338
042HE,HELCO Hualalai Rd,19.62853,-155.97249,132.8928,Pacific/Honolulu,https://api.weather.gov/stations/042HE,https://api.weather.gov/zones/forecast/HIZ023,https://api.weather.gov/zones/fire/HIZ336
042HI,Pulehu,20.7953,-156.3599,427.0248,Pacific/Honolulu,https://api.weather.gov/stations/042HI,https://api.weather.gov/zones/forecast/HIZ049,https://api.weather.gov/zones/fire/HIZ333
042ID,E2T28,45.54789,-113.93146,1374.0384,America/Boise,https://api.weather.gov/stations/042ID,https://api.weather.gov/zones/forecast/IDZ010,https://api.weather.gov/zones/fire/IDZ475
042PG,Sierra Spring Valley,38.77911,-120.51024,1202.7408,America/Los_Angeles,https://api.weather.gov/stations/042PG,https://api.weather.gov/zones/forecast/CAZ069,https://api.weather.gov/zones/fire/CAZ269
042SE,SCE Burnt Mill Creek,34.24529,-117.19321,1628.8512,America/Los_Angeles,https://api.weather.gov/stations/042SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
043AV,Waukon,47.50832,-117.8189,728.7768,America/Los_Angeles,https://api.weather.gov/stations/043AV,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
043CE,50 Shoreacres,29.6175,-95.0181,0.6096,America/Chicago,https://api.weather.gov/stations/043CE,https://api.weather.gov/zones/forecast/TXZ313,https://api.weather.gov/zones/fire/TXZ313
043HI,Pohaku Palaha,20.7306,-156.1413,749.808,Pacific/Honolulu,https://api.weather.gov/stations/043HI,https://api.weather.gov/zones/forecast/HIZ022,https://api.weather.gov/zones/fire/HIZ335
043ID,W2T52,44.11409,-115.39244,1384.7064,America/Boise,https://api.weather.gov/stations/043ID,https://api.weather.gov/zones/forecast/IDZ013,https://api.weather.gov/zones/fire/IDZ421
043PG,Suisun Valley Road,38.26512,-122.11131,23.1648,America/Los_Angeles,https://api.weather.gov/stations/043PG,https://api.weather.gov/zones/forecast/CAZ018,https://api.weather.gov/zones/fire/CAZ218
043SE,SCE Happy Camp Canyon Fire Rd,34.31016,-118.85883,246.888,America/Los_Angeles,https://api.weather.gov/stations/043SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
0443W,Wake Forest University,36.13424,-80.27422,281.94,America/New_York,https://api.weather.gov/stations/0443W,https://api.weather.gov/zones/forecast/NCZ021,https://api.weather.gov/zones/fire/NCZ021
0446W,Allegacy Federal Credit Union Stadium,36.1308,-80.25504,282.8544,America/New_York,https://api.weather.gov/stations/0446W,https://api.weather.gov/zones/forecast/NCZ021,https://api.weather.gov/zones/fire/NCZ021
0447W,UVA Scott Stadium,38.03048,-78.51334,164.8968,America/New_York,https://api.weather.gov/stations/0447W,https://api.weather.gov/zones/forecast/VAZ037,https://api.weather.gov/zones/fire/VAZ037
044AV,Blanchard,48.01781,-116.99051,696.7728,America/Los_Angeles,https://api.weather.gov/stations/044AV,https://api.weather.gov/zones/forecast/IDZ001,https://api.weather.gov/zones/fire/IDZ101
044CE,42 Bayou Junction,29.24695,-95.17013,3.048,America/Chicago,https://api.weather.gov/stations/044CE,https://api.weather.gov/zones/forecast/TXZ337,https://api.weather.gov/zones/fire/TXZ337
044HE,MECO Naalaea Rd,20.76717,-156.35542,536.448,Pacific/Honolulu,https://api.weather.gov/stations/044HE,https://api.weather.gov/zones/forecast/HIZ049,https://api.weather.gov/zones/fire/HIZ333
044HI,Lawai NTBG,21.9053,-159.5104,106.0704,Pacific/Honolulu,https://api.weather.gov/stations/044HI,https://api.weather.gov/zones/forecast/HIZ031,https://api.weather.gov/zones/fire/HIZ304
044ID,CP3T10,43.88108,-115.91073,1253.9472,America/Boise,https://api.weather.gov/stations/044ID,https://api.weather.gov/zones/forecast/IDZ013,https://api.weather.gov/zones/fire/IDZ421
044PG,Joyce Lane,38.30488,-122.13917,184.0992,America/Los_Angeles,https://api.weather.gov/stations/044PG,https://api.weather.gov/zones/forecast/CAZ018,https://api.weather.gov/zones/fire/CAZ218
044SE,SCE Reservoir St,34.16161,-117.36377,452.0184,America/Los_Angeles,https://api.weather.gov/stations/044SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
0453W,Penn State Golf Courses,40.78817,-77.8842,370.9416,America/New_York,https://api.weather.gov/stations/0453W,https://api.weather.gov/zones/forecast/PAZ019,https://api.weather.gov/zones/fire/PAZ019
045AV,Spirit Lake,47.97518,-116.87139,780.8976,America/Los_Angeles,https://api.weather.gov/stations/045AV,https://api.weather.gov/zones/forecast/IDZ001,https://api.weather.gov/zones/fire/IDZ101
045CE,38 Santa Fe South,29.31641,-95.09801,3.9624,America/Chicago,https://api.weather.gov/stations/045CE,https://api.weather.gov/zones/forecast/TXZ238,https://api.weather.gov/zones/fire/TXZ238
045HE,MECO Honoapiilani Hwy,20.80574,-156.5082,33.2232,Pacific/Honolulu,https://api.weather.gov/stations/045HE,https://api.weather.gov/zones/forecast/HIZ046,https://api.weather.gov/zones/fire/HIZ330
045ID,W2T47,45.21363,-116.3135,919.5816,America/Boise,https://api.weather.gov/stations/045ID,https://api.weather.gov/zones/forecast/IDZ006,https://api.weather.gov/zones/fire/IDZ401
045PG,Mt Oso,37.50143,-121.37318,1011.936,America/Los_Angeles,https://api.weather.gov/stations/045PG,https://api.weather.gov/zones/forecast/CAZ019,https://api.weather.gov/zones/fire/CAZ219
045SE,SCE Raywood Flat Rd,34.03808,-116.83174,2182.0632,America/Los_Angeles,https://api.weather.gov/stations/045SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
0468W,FSWN Marathon High School,24.70333,-81.07754,0.9144,America/New_York,https://api.weather.gov/stations/0468W,https://api.weather.gov/zones/forecast/FLZ077,https://api.weather.gov/zones/fire/FLZ077
046AV,Last Chance,47.66027,-116.69107,802.8432,America/Los_Angeles,https://api.weather.gov/stations/046AV,https://api.weather.gov/zones/forecast/IDZ002,https://api.weather.gov/zones/fire/IDZ101
046CE,41 Tiki Island,29.29942,-94.90791,1.8288,America/Chicago,https://api.weather.gov/stations/046CE,https://api.weather.gov/zones/forecast/TXZ438,https://api.weather.gov/zones/fire/TXZ438
046HE,MECO Haleakala Hwy,20.88289,-156.41731,34.7472,Pacific/Honolulu,https://api.weather.gov/stations/046HE,https://api.weather.gov/zones/forecast/HIZ045,https://api.weather.gov/zones/fire/HIZ329
046HI,Kalawahine,21.3452,-157.8056,505.968,Pacific/Honolulu,https://api.weather.gov/stations/046HI,https://api.weather.gov/zones/forecast/HIZ036,https://api.weather.gov/zones/fire/HIZ313
046ID,W3T13,44.9637,-115.49268,1456.0296,America/Boise,https://api.weather.gov/stations/046ID,https://api.weather.gov/zones/forecast/IDZ011,https://api.weather.gov/zones/fire/IDZ402
046PG,Henry Road,38.27672,-122.35531,76.2,America/Los_Angeles,https://api.weather.gov/stations/046PG,https://api.weather.gov/zones/forecast/CAZ506,https://api.weather.gov/zones/fire/CAZ506
046SE,SCE Blue Jay Canyon,34.24621,-117.19855,1649.8824,America/Los_Angeles,https://api.weather.gov/stations/046SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
0470W,FSWN Key West High School,24.55419,-81.77693,2.1336,America/New_York,https://api.weather.gov/stations/0470W,https://api.weather.gov/zones/forecast/FLZ078,https://api.weather.gov/zones/fire/FLZ078
